id,new_filename,original_filename,capture_date,description,width_px,height_px,sha256,source_pixel_sha256,privacy_processing
RA-20260916-033,RA-20260916-033-stage-d-heated-bed-and-leveling-06.jpg,20260916_180841.jpg,20260916,"Stage D: Heated bed, levelling springs and mirror — photographic reference 06/08",4000,1848,3e2842244b97de6f8502bbba5b73b55a8e3c1e7bc142f4406669692918420c3e,69f406ba609b3715c81009573172e1b2e192ce927974a94fa4062f80c63f45ff,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-034,RA-20260916-034-stage-d-heated-bed-and-leveling-07.jpg,20260916_180848.jpg,20260916,"Stage D: Heated bed, levelling springs and mirror — photographic reference 07/08",4000,1848,09db96422a977bd41f484fc5f5d9d87ee3a0a4e67f8f39f5665716f49145c372,f470e37dd0f577704e3af7c492c0b694138d87c4e299dc93f665bb2577b75fb6,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-035,RA-20260916-035-stage-d-heated-bed-and-leveling-08.jpg,20260916_180855.jpg,20260916,"Stage D: Heated bed, levelling springs and mirror — photographic reference 08/08",4000,1848,acede57fcf7fde424fb45ecbc8efc62e34b89f72c34178bf3625edaeb8e27e1c,628dfebdef255ce6981c44feb551fcf4d62e19f2e383677c8e41bfb037cb8773,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-036,RA-20260916-036-stage-e-z-motors-and-guides-01.jpg,20260916_184642.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 01/09",1848,4000,e786302ba4a70ca8cf28911316e364fcaa7147655d83df0364dcfed6bffb69c7,d2428bc009eec55fed6745b0edef970a4bedde3bab081d77684130b4aed8da5c,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-037,RA-20260916-037-stage-e-z-motors-and-guides-02.jpg,20260916_184648.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 02/09",1848,4000,f1f6c8b80eb4f1c4cc6e4b48c4fe96a40b4ba2a7a61576353a3a76c740b82d16,2ab66fd4bd66550d89fb34c80d547fee96af6ae0c79a8a99ea7f3a383827be31,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-038,RA-20260916-038-stage-e-z-motors-and-guides-03.jpg,20260916_184651.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 03/09",1848,4000,aa7f577ea569b85a3fbaf9960a8d57ab916051621860a88154b825b06712b1ae,dbb32f0dab350c60700db98a8a931f350c30ad5f63b782f62735437fe0f6dd22,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-039,RA-20260916-039-stage-e-z-motors-and-guides-04.jpg,20260916_190428.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 04/09",1848,4000,0b84e388fcf8f064933fbaf002a5375a8fb5d75f04825e706d27c306e24f607c,eeb2cec370d636ced162cad8ca2cefd229194f8b49b6a7f58034a211438a1488,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-040,RA-20260916-040-stage-e-z-motors-and-guides-05.jpg,20260916_190432.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 05/09",1848,4000,afa38d2ef007344660ad0cc8a4f87033536fd895c946c3a6d6cb620cfa39ed92,15038e00e5bc77c557727989e5f2b02bbdaad4e7ecefdb96a468c2e59d477c19,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-041,RA-20260916-041-stage-e-z-motors-and-guides-06.jpg,20260916_190434.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 06/09",1848,4000,4cf18343a7893b7970b108448749fe914bfd1fede4fe9fc72b400f037a8c2db4,0fb139e6613f9dc77552b3b44dff54910b3d63be702b1c240a017c8226dded7f,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-042,RA-20260916-042-stage-e-z-motors-and-guides-07.jpg,20260916_190438.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 07/09",1848,4000,ddafabd7afb7b745bcc76a459d86f286088a7cf5263d07ad1fb7a2f1d23a5dde,392012860bcebdd37c69e71c1a884333c90b6b051fb3c6aca105181bbac1a79a,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-043,RA-20260916-043-stage-e-z-motors-and-guides-08.jpg,20260916_190440.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 08/09",1848,4000,000ba6ec2352c3788ce77c2285a8891fe36b3a05befbb191b1cb8ce29345b8f9,3490f59e4ba344cf0f23337ba599412918989c91f315848df5945116f54f9a02,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-044,RA-20260916-044-stage-e-z-motors-and-guides-09.jpg,20260916_190500.jpg,20260916,"Stage E: Z lower mounts, motors and smooth guides — photographic reference 09/09",1848,4000,b1334bf7e93dd6c435e6c8a71c7725f042517194b831b94aee40a76094d60418,bf6ec94ab1eda7a1c4323d8403c68fd6100295ac2997bdaf993981bfe9fae562,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-045,RA-20260916-045-stage-f-x-gantry-assembly-01.jpg,20260916_194042.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 01/07",1848,4000,0675dd1c790af790a9fdccc97cc83a146d17ec46474329f8130839fcba952900,6cf5819ffcdf73b97313eea245d57c0c437b21bc0a6b7f056f8ef8aa220a8478,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-046,RA-20260916-046-stage-f-x-gantry-assembly-02.jpg,20260916_194100.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 02/07",4000,1848,1495a6f5cc498f47292c9920535a9c9f506a35a38fccd25e95a485e5f61affa9,b83b0362dcc4b450a05da98a5ea8820be88058583aa767b41cd75eeaf7ea6fea,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-047,RA-20260916-047-stage-f-x-gantry-assembly-03.jpg,20260916_194106.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 03/07",1848,4000,ccccd3e7b9aef298158803e994d90f733e56278fc1a612d9f96d9d8a45616dd7,98f193c08b08bcdab31050002f7c5a321d1c5725e672b17dfd800ad37739cf50,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-048,RA-20260916-048-stage-f-x-gantry-assembly-04.jpg,20260916_194121.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 04/07",1848,4000,3ab5b64b93640d27c692a8daaac4d21f2f9a8e2c2b0082b97278a08dc1de01ec,32f76cc8b91a1bec4a7c0711a5eb02687dd0b0ef7f6b40b4ea1e80f6d73175a1,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-049,RA-20260916-049-stage-f-x-gantry-assembly-05.jpg,20260916_194128.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 05/07",1848,4000,382433e09aadcbae55caad77e8e0fa8842b39f563172fd453b6447cb5ed3f5af,3f7cfa7f86a1181bd4638f65bf437e511d9e9c0cf9d24795fd64c710297fb53d,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-050,RA-20260916-050-stage-f-x-gantry-assembly-06.jpg,20260916_194131.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 06/07",1848,4000,ea99a88fa1cddf96016a09a5eea1346d74b3a4bc97610fecfa4a29b4a08490d4,6a53eb9bd4d7883e35dadf413c1ef281831b48e808d759cfa3463c3aba9dc0ae,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-051,RA-20260916-051-stage-f-x-gantry-assembly-07.jpg,20260916_194134.jpg,20260916,"Stage F: X ends, X carriage and X guide rods — photographic reference 07/07",1848,4000,3d8c18c45e7dabefc1ead9f76bcb718b43017ec9e02c68b0fdfa3162257c9954,4c07664991cbfa603b1c9716b57e49db6fb02e892375fc1fd6b95681a99741aa,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-052,RA-20260916-052-stage-g-x-gantry-joined-to-z-01.jpg,20260916_194531.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 01/07,1848,4000,354a6f58b815ba426c7278c36bb05d0d7be1e817ae12fe98f168781cb82626e7,d9da32accd66b2493897a1b1f26d2ba7db6d6434abc31615c9dc2627909b238c,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-053,RA-20260916-053-stage-g-x-gantry-joined-to-z-02.jpg,20260916_194533.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 02/07,1848,4000,bdd344ae09d80935d6abb66da1faa0b413bc72732e5f53c17b1ca6968ea86d72,95b658f42b7643ea0474c19c7c695c06041ac86486ebf8cdf43cc0886c265f6c,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-054,RA-20260916-054-stage-g-x-gantry-joined-to-z-03.jpg,20260916_194558.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 03/07,4000,1848,cc6ce60a0be52d4fa847327ef7ce56585e795b123aaf5e22eab8f2ef7a65bf70,d82164f14a68a3b76f0e204fb4088cda069b7cd867a1e2c828ca60948a3969b8,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-055,RA-20260916-055-stage-g-x-gantry-joined-to-z-04.jpg,20260916_194602.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 04/07,4000,1848,3d2e421f22632538e45ed0d1c05deb8885e6421e8e533cf56720f62cf579f2c4,311f85d68524491e8453d2f3e800810cf49f065f8dfbb1e12b794ec35da59782,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-056,RA-20260916-056-stage-g-x-gantry-joined-to-z-05.jpg,20260916_194609.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 05/07,4000,1848,2f1504741809e5e70481f362cedd37fac7512e69327710bb3192187d5c1e473a,3bc36f4df371590bd94359c122cac8f2848995e8ffc047176616b0924946c439,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-057,RA-20260916-057-stage-g-x-gantry-joined-to-z-06.jpg,20260916_194613.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 06/07,4000,1848,3852932dde077fa727596ed8ba57887f65ff3c89eb0f73eb388b9564472342f2,066214031f53579e907f7a51d30f884478a414723d26bec6a075cd714fdc711e,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260916-058,RA-20260916-058-stage-g-x-gantry-joined-to-z-07.jpg,20260916_194619.jpg,20260916,Stage G: Join X gantry to Z — photographic reference 07/07,1848,4000,d9e70533b122423fba3ac27ae9b40e1a5860e62e6dc35a52a4d5111cf170f589,90a408a83c0fba461a392e44a24f1067db17298f3f71018ecd8630b3e6d78d23,EXIF/GPS/XMP/ICC stripped; orientation normalized; JPEG re-encoded from pixels
RA-20260921-001,RA-20260921-001-stage-h-wade-extruder-overview-with-large-and-small-gears-installed.jpg,20260921_191327.jpg,20260921,Stage H: Wade extruder overview with large and small gears installed,1848,4000,1f785228641200cb91d425ca7ca63c61df8b21a96307101288e21342c0f7a3ca,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-002,RA-20260921-002-stage-h-wade-extruder-motor-side-overview.jpg,20260921_191337.jpg,20260921,Stage H: Wade extruder motor-side overview,1848,4000,46a0d77e2d81b8e7e977c4e2f415870618a38dc870f5fce68d485882cecd2857,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-003,RA-20260921-003-stage-h-wade-extruder-idler-and-spring-tension-assembly-overview.jpg,20260921_191346.jpg,20260921,Stage H: Wade extruder idler and spring-tension assembly overview,1848,4000,19ae88dc87050852142bf9396a30556a318bd9790eacaf5c15ca24a9795b4ee3,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-004,RA-20260921-004-stage-h-wade-extruder-motor-and-gear-train-oblique-view.jpg,20260921_191401.jpg,20260921,Stage H: Wade extruder motor and gear train oblique view,4000,1848,c372eba19f8fa1afc229d2be2e505415696d6cadd941a4912bc467839ddc3c97,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-005,RA-20260921-005-stage-h-wade-extruder-idler-spring-and-hobbed-bolt-area-close-up.jpg,20260921_191409.jpg,20260921,Stage H: Wade extruder idler spring and hobbed-bolt area close-up,4000,1848,5e6f312e405ec5cbe9cb0e17ee9f2a42045ff9ff8f92092927fd047a13ac0ec9,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-006,RA-20260921-006-stage-h-wade-extruder-small-gear-and-hobbed-bolt-bearing-detail.jpg,20260921_191419.jpg,20260921,Stage H: Wade extruder small gear and hobbed-bolt bearing detail,4000,1848,8e16dbbc11af9a3c56c4fc5f69b022eaa29d6d2fb55642c77cab66e4bdd3807c,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-007,RA-20260921-007-stage-h-wade-extruder-gear-mesh-close-up.jpg,20260921_191426.jpg,20260921,Stage H: Wade extruder gear mesh close-up,4000,1848,256ed7f98e17541f31e9c4ad18c175deeac26451bc7d13160b2834a69850421d,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-008,RA-20260921-008-stage-h-wade-extruder-gear-train-and-idler-side-close-up.jpg,20260921_191428.jpg,20260921,Stage H: Wade extruder gear train and idler-side close-up,4000,1848,5096e9be25cfdc170ac178b813b440e968978154eb05d5d9028f32b168f86664,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-009,RA-20260921-009-stage-h-wade-extruder-assembled-overview-with-motor-wiring-visible.jpg,20260921_191434.jpg,20260921,Stage H: Wade extruder assembled overview with motor wiring visible,4000,1848,aef2aee929dacaf34c907a241b1f17e8cd8a5d2a7a5e791114da3f5fd16bf33b,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-010,RA-20260921-010-stage-h-wade-extruder-assembled-front-side-overview.jpg,20260921_191454.jpg,20260921,Stage H: Wade extruder assembled front-side overview,4000,1848,497e90c50f0f8942ad286341cdb21a70817bd832351ef81ba773d6b5f9b4dcf8,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-011,RA-20260921-011-stage-h-wade-extruder-large-gear-and-central-hobbed-bolt-detail.jpg,20260921_191458.jpg,20260921,Stage H: Wade extruder large gear and central hobbed-bolt detail,4000,1848,138137f9396ae3666bd49200922173ab4e4983d18e8f3f74fc858c3f69a403d6,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-012,RA-20260921-012-stage-h-wade-extruder-assembled-top-oblique-view.jpg,20260921_191507.jpg,20260921,Stage H: Wade extruder assembled top oblique view,4000,1848,d6d8b5eb8f5e714bce44eaf5be8bf4946b8ea41d817f4b01e188c4a10dbb72cf,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-013,RA-20260921-013-stage-h-wade-extruder-large-gear-face-close-up.jpg,20260921_191520.jpg,20260921,Stage H: Wade extruder large gear face close-up,1848,4000,12817843f2700cada852af0e43fa6e6d10e31f2a5b0cf199901328326243dcbe,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
RA-20260921-014,RA-20260921-014-stage-h-wade-extruder-large-gear-and-hub-close-up.jpg,20260921_191526.jpg,20260921,Stage H: Wade extruder large gear and hub close-up,1848,4000,f3baf4b2d0c15dd9e5b770921059a41d89240625a4ecc5c63e161eaee8f6cfb8,,Batch reports orientation normalization and JPEG re-encoding; repository EXIF/GPS/XMP/ICC absence verified; pre-encoding source pixel hash unavailable
